"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"0500000US17087","Johnson County, Illinois","4303","206","26","19","42","29","26","22","0","18","(X)","(X)","0.6","0.4","1.0","0.7","0.6","0.5","0.0","0.7","0","18","0","18","0","18","0","18","0","18","0.0","0.7","0.0","55.9","0.0","44.0","0.0","55.9","-","**"
"0500000US17089","Kane County, Illinois","179637","1012","39498","1000","6944","709","4214","380","1069","412","(X)","(X)","22.0","0.5","3.9","0.4","2.3","0.2","0.6","0.2","8942","757","7587","709","649","176","532","191","174","134","5.0","0.4","19.2","1.7","9.3","2.5","12.6","4.5","16.3","12.5"
"0500000US17091","Kankakee County, Illinois","39796","528","3147","275","799","167","250","85","89","56","(X)","(X)","7.9","0.7","2.0","0.4","0.6","0.2","0.2","0.1","535","140","507","141","8","10","19","24","1","2","1.3","0.4","16.1","4.4","1.0","1.2","7.6","10.0","1.1","2.9"
"0500000US17093","Kendall County, Illinois","40721","427","5183","499","1553","367","769","228","288","154","(X)","(X)","12.7","1.2","3.8","0.9","1.9","0.6","0.7","0.4","686","282","378","221","78","77","230","135","0","27","1.7","0.7","7.3","4.2","5.0","4.9","29.9","17.8","0.0","9.9"
"0500000US17095","Knox County, Illinois","20680","375","602","122","387","151","126","45","87","69","(X)","(X)","2.9","0.6","1.9","0.7","0.6","0.2","0.4","0.3","196","115","19","18","132","107","30","25","15","24","0.9","0.6","3.2","3.1","34.1","19.9","23.8","18.5","17.2","30.5"
"0500000US17097","Lake County, Illinois","246122","1089","37235","808","19507","826","12346","588","1700","241","(X)","(X)","15.1","0.3","7.9","0.3","5.0","0.2","0.7","0.1","11790","718","6645","515","2776","363","2207","296","162","76","4.8","0.3","17.8","1.4","14.2","1.7","17.9","2.1","9.5","4.3"
"0500000US17099","LaSalle County, Illinois","45095","497","2508","274","790","195","348","104","38","30","(X)","(X)","5.6","0.6","1.8","0.4","0.8","0.2","0.1","0.1","552","151","373","115","37","34","142","87","0","27","1.2","0.3","14.9","4.4","4.7","4.3","40.8","18.3","0.0","46.2"
"0500000US17101","Lawrence County, Illinois","6306","183","317","124","106","72","63","93","0","18","(X)","(X)","5.0","2.0","1.7","1.1","1.0","1.5","0.0","0.5","34","36","34","36","0","18","0","18","0","18","0.5","0.6","10.7","11.7","0.0","24.3","0.0","35.6","-","**"
"0500000US17103","Lee County, Illinois","13788","279","376","110","178","79","95","48","19","23","(X)","(X)","2.7","0.8","1.3","0.6","0.7","0.4","0.1","0.2","91","44","51","38","18","15","22","20","0","24","0.7","0.3","13.6","9.2","10.1","9.4","23.2","23.2","0.0","65.4"
"0500000US17105","Livingston County, Illinois","14307","291","391","104","129","57","32","27","50","48","(X)","(X)","2.7","0.7","0.9","0.4","0.2","0.2","0.3","0.3","63","45","52","42","11","14","0","24","0","24","0.4","0.3","13.3","10.9","8.5","10.3","0.0","50.4","0.0","40.3"
"0500000US17107","Logan County, Illinois","10797","230","209","70","151","61","38","23","13","14","(X)","(X)","1.9","0.6","1.4","0.6","0.4","0.2","0.1","0.1","43","30","0","21","25","28","18","17","0","21","0.4","0.3","0.0","13.3","16.6","18.8","47.4","35.1","0.0","79.0"
"0500000US17109","McDonough County, Illinois","11408","360","177","66","127","61","176","87","57","56","(X)","(X)","1.6","0.6","1.1","0.5","1.5","0.8","0.5","0.5","38","39","33","39","5","7","0","24","0","24","0.3","0.3","18.6","20.4","3.9","5.6","0.0","15.6","0.0","37.7"
"0500000US17111","McHenry County, Illinois","112453","781","9578","434","5093","512","1752","245","448","152","(X)","(X)","8.5","0.4","4.5","0.5","1.6","0.2","0.4","0.1","2367","297","1618","273","566","129","171","94","12","19","2.1","0.3","16.9","2.8","11.1","2.4","9.8","5.0","2.7","4.3"
"0500000US17113","McLean County, Illinois","65845","694","2127","227","1693","326","2192","278","157","81","(X)","(X)","3.2","0.3","2.6","0.5","3.3","0.4","0.2","0.1","1243","282","571","186","277","164","382","137","13","14","1.9","0.4","26.8","7.6","16.4","9.0","17.4","6.0","8.3","9.8"
"0500000US17115","Macon County, Illinois","43912","530","881","167","514","146","304","81","78","39","(X)","(X)","2.0","0.4","1.2","0.3","0.7","0.2","0.2","0.1","132","65","49","40","15","23","68","44","0","27","0.3","0.1","5.6","4.5","2.9","4.5","22.4","13.7","0.0","30.9"
"0500000US17117","Macoupin County, Illinois","18875","344","217","70","155","64","80","40","8","10","(X)","(X)","1.1","0.4","0.8","0.3","0.4","0.2","0.0","0.1","60","54","2","6","13","14","45","52","0","24","0.3","0.3","0.9","2.8","8.4","9.4","56.3","46.6","0.0","100.0"
"0500000US17119","Madison County, Illinois","107659","1135","2590","324","1544","265","870","139","406","175","(X)","(X)","2.4","0.3","1.4","0.2","0.8","0.1","0.4","0.2","440","134","184","94","117","70","129","82","10","13","0.4","0.1","7.1","3.6","7.6","4.4","14.8","9.3","2.5","3.5"
"0500000US17121","Marion County, Illinois","15946","257","130","58","146","48","87","36","31","21","(X)","(X)","0.8","0.4","0.9","0.3","0.5","0.2","0.2","0.1","41","28","0","24","20","23","6","12","15","12","0.3","0.2","0.0","20.4","13.7","14.6","6.9","14.5","48.4","33.0"
"0500000US17123","Marshall County, Illinois","4884","155","103","32","69","36","20","14","7","8","(X)","(X)","2.1","0.7","1.4","0.7","0.4","0.3","0.1","0.2","16","12","16","12","0","18","0","18","0","18","0.3","0.2","15.5","12.3","0.0","33.6","0.0","63.7","0.0","100.0"
"0500000US17125","Mason County, Illinois","5977","193","55","30","31","19","15","17","0","18","(X)","(X)","0.9","0.5","0.5","0.3","0.3","0.3","0.0","0.5","0","18","0","18","0","18","0","18","0","18","0.0","0.5","0.0","38.4","0.0","51.2","0.0","73.6","-","**"
"0500000US17127","Massac County, Illinois","5822","211","163","75","7","14","7","10","6","10","(X)","(X)","2.8","1.3","0.1","0.2","0.1","0.2","0.1","0.2","2","4","0","18","0","18","2","4","0","18","0.0","0.1","0.0","16.7","0.0","100.0","28.6","54.6","0.0","100.0"
"0500000US17129","Menard County, Illinois","5188","166","77","44","27","18","31","22","12","12","(X)","(X)","1.5","0.8","0.5","0.4","0.6","0.4","0.2","0.2","0","18","0","18","0","18","0","18","0","18","0.0","0.6","0.0","31.1","0.0","54.8","0.0","51.2","0.0","82.3"
"0500000US17131","Mercer County, Illinois","6516","162","77","33","9","10","62","41","13","18","(X)","(X)","1.2","0.5","0.1","0.2","1.0","0.6","0.2","0.3","7","8","3","4","0","18","4","7","0","18","0.1","0.1","3.9","5.9","0.0","95.0","6.5","17.1","0.0","79.0"
"0500000US17133","Monroe County, Illinois","13586","196","142","71","278","109","137","57","38","35","(X)","(X)","1.0","0.5","2.0","0.8","1.0","0.4","0.3","0.3","76","64","0","24","0","24","76","64","0","24","0.6","0.5","0.0","18.9","0.0","10.2","55.5","36.8","0.0","46.2"
"0500000US17135","Montgomery County, Illinois","11522","467","90","51","56","27","17","20","1","3","(X)","(X)","0.8","0.4","0.5","0.2","0.1","0.2","0.0","0.1","29","20","9","10","10","11","10","15","0","21","0.3","0.2","10.0","11.4","17.9","19.5","58.8","40.3","0.0","100.0"
"0500000US17137","Morgan County, Illinois","13719","343","242","69","299","125","60","53","6","8","(X)","(X)","1.8","0.5","2.2","0.9","0.4","0.4","0.0","0.1","73","84","0","24","53","76","20","33","0","24","0.5","0.6","0.0","11.6","17.7","22.8","33.3","43.6","0.0","100.0"
"0500000US17139","Moultrie County, Illinois","5959","138","34","24","455","93","9","13","0","18","(X)","(X)","0.6","0.4","7.6","1.5","0.2","0.2","0.0","0.5","39","23","0","18","39","23","0","18","0","18","0.7","0.4","0.0","48.9","8.6","5.6","0.0","95.0","-","**"
"0500000US17141","Ogle County, Illinois","21021","275","1190","173","331","95","51","33","9","9","(X)","(X)","5.7","0.8","1.6","0.5","0.2","0.2","0.0","0.1","308","118","255","109","35","38","13","21","5","7","1.5","0.6","21.4","9.5","10.6","10.2","25.5","33.6","55.6","55.6"
"0500000US17143","Peoria County, Illinois","73253","831","2678","259","1945","285","1638","229","386","123","(X)","(X)","3.7","0.3","2.7","0.4","2.2","0.3","0.5","0.2","854","204","312","120","225","116","281","130","36","35","1.2","0.3","11.7","4.4","11.6","6.3","17.2","8.2","9.3","9.5"
"0500000US17145","Perry County, Illinois","8433","251","150","62","205","108","31","22","0","21","(X)","(X)","1.8","0.7","2.4","1.3","0.4","0.3","0.0","0.4","60","27","15","17","28","30","17","15","0","21","0.7","0.3","10.0","11.1","13.7","14.7","54.8","30.7","-","**"
"0500000US17147","Piatt County, Illinois","6692","140","115","56","115","65","37","29","14","22","(X)","(X)","1.7","0.8","1.7","1.0","0.6","0.4","0.2","0.3","14","10","2","5","0","18","12","10","0","18","0.2","0.2","1.7","3.7","0.0","22.7","32.4","36.6","0.0","76.1"
"0500000US17149","Pike County, Illinois","6309","177","86","39","30","18","26","18","0","18","(X)","(X)","1.4","0.6","0.5","0.3","0.4","0.3","0.0","0.5","0","18","0","18","0","18","0","18","0","18","0.0","0.5","0.0","28.7","0.0","52.0","0.0","55.9","-","**"
"0500000US17151","Pope County, Illinois","1694","135","27","27","22","22","22","25","0","11","(X)","(X)","1.6","1.6","1.3","1.3","1.3","1.5","0.0","1.8","0","11","0","11","0","11","0","11","0","11","0.0","1.8","0.0","54.8","0.0","60.7","0.0","60.7","-","**"
"0500000US17153","Pulaski County, Illinois","2095","111","17","14","10","10","4","6","0","16","(X)","(X)","0.8","0.7","0.5","0.5","0.2","0.3","0.0","1.4","12","12","7","10","3","5","2","3","0","16","0.6","0.6","41.2","46.7","30.0","45.5","50.0","50.0","-","**"
"0500000US17155","Putnam County, Illinois","2413","143","116","32","30","24","2","4","0","16","(X)","(X)","4.8","1.2","1.2","1.0","0.1","0.2","0.0","1.2","20","25","18","24","0","16","2","4","0","16","0.8","1.0","15.5","18.9","0.0","52.0","100.0","100.0","-","**"
"0500000US17157","Randolph County, Illinois","11883","265","160","74","165","60","62","37","34","46","(X)","(X)","1.3","0.6","1.4","0.5","0.5","0.3","0.3","0.4","33","28","8","13","20","22","0","24","5","10","0.3","0.2","5.0","8.1","12.1","13.0","0.0","36.0","14.7","42.4"
"0500000US17159","Richland County, Illinois","6452","233","161","66","98","70","36","29","13","21","(X)","(X)","2.5","1.0","1.5","1.1","0.6","0.5","0.2","0.3","31","36","0","18","22","32","9","15","0","18","0.5","0.6","0.0","16.9","22.4","32.1","25.0","36.2","0.0","79.0"
"0500000US17161","Rock Island County, Illinois","60546","534","4537","281","1833","291","1080","188","608","153","(X)","(X)","7.5","0.5","3.0","0.5","1.8","0.3","1.0","0.3","1459","271","471","148","452","153","358","146","178","78","2.4","0.4","10.4","3.2","24.7","7.9","33.1","11.3","29.3","12.6"
"0500000US17163","St. Clair County, Illinois","104105","1032","3493","410","2650","427","1223","253","533","192","(X)","(X)","3.4","0.4","2.5","0.4","1.2","0.2","0.5","0.2","947","258","432","199","171","101","272","139","72","75","0.9","0.2","12.4","5.2","6.5","3.7","22.2","10.1","13.5","13.8"
"0500000US17165","Saline County, Illinois","9972","288","139","42","120","63","35","34","26","28","(X)","(X)","1.4","0.4","1.2","0.6","0.4","0.3","0.3","0.3","42","39","0","21","42","39","0","21","0","21","0.4","0.4","0.0","19.3","35.0","23.2","0.0","48.2","0.0","55.9"
"0500000US17167","Sangamon County, Illinois","83711","716","2112","300","1853","252","1085","173","463","189","(X)","(X)","2.5","0.4","2.2","0.3","1.3","0.2","0.6","0.2","400","124","72","35","154","84","138","64","36","34","0.5","0.1","3.4","1.8","8.3","4.5","12.7","5.5","7.8","6.7"
"0500000US17169","Schuyler County, Illinois","2775","188","15","16","130","65","4","6","0","16","(X)","(X)","0.5","0.6","4.7","2.3","0.1","0.2","0.0","1.1","120","63","0","16","120","63","0","16","0","16","4.3","2.3","0.0","73.6","92.3","10.8","0.0","100.0","-","**"
"0500000US17171","Scott County, Illinois","1939","92","23","14","17","12","6","7","0","16","(X)","(X)","1.2","0.7","0.9","0.6","0.3","0.3","0.0","1.5","4","6","0","16","0","16","4","6","0","16","0.2","0.3","0.0","59.4","0.0","69.1","66.7","56.1","-","**"
"0500000US17173","Shelby County, Illinois","9189","243","48","29","45","38","27","19","0","21","(X)","(X)","0.5","0.3","0.5","0.4","0.3","0.2","0.0","0.3","3","7","3","7","0","21","0","21","0","21","0.0","0.1","6.3","15.3","0.0","42.5","0.0","54.8","-","**"
"0500000US17175","Stark County, Illinois","2315","100","45","26","19","13","10","7","0","16","(X)","(X)","1.9","1.1","0.8","0.6","0.4","0.3","0.0","1.3","1","4","1","4","0","16","0","16","0","16","0.0","0.2","2.2","9.5","0.0","65.4","0.0","90.1","-","**"
"0500000US17177","Stephenson County, Illinois","19739","327","557","133","235","69","139","63","12","18","(X)","(X)","2.8","0.7","1.2","0.3","0.7","0.3","0.1","0.1","86","64","60","58","0","24","26","27","0","24","0.4","0.3","10.8","10.4","0.0","12.0","18.7","21.8","0.0","82.3"
"0500000US17179","Tazewell County, Illinois","54291","624","898","172","494","138","522","94","88","61","(X)","(X)","1.7","0.3","0.9","0.3","1.0","0.2","0.2","0.1","208","93","156","80","23","36","29","29","0","27","0.4","0.2","17.4","9.7","4.7","7.0","5.6","5.3","0.0","28.2"
"0500000US17181","Union County, Illinois","6654","249","177","46","46","28","75","50","0","18","(X)","(X)","2.7","0.7","0.7","0.4","1.1","0.7","0.0","0.4","8","12","8","12","0","18","0","18","0","18","0.1","0.2","4.5","6.8","0.0","42.0","0.0","31.7","-","**"
"0500000US17183","Vermilion County, Illinois","31151","442","1083","162","322","95","186","45","90","64","(X)","(X)","3.5","0.5","1.0","0.3","0.6","0.1","0.3","0.2","274","110","227","97","27","25","2","4","18","29","0.9","0.4","21.0","9.4","8.4","7.2","1.1","2.3","20.0","31.8"
"0500000US17185","Wabash County, Illinois","4839","180","131","63","101","60","37","31","11","8","(X)","(X)","2.7","1.3","2.1","1.2","0.8","0.6","0.2","0.2","51","57","49","57","2","4","0","18","0","18","1.1","1.2","37.4","41.0","2.0","4.7","0.0","46.8","0.0","85.9"
"0500000US17187","Warren County, Illinois","6862","196","414","98","89","39","136","38","27","23","(X)","(X)","6.0","1.4","1.3","0.6","2.0","0.5","0.4","0.3","266","109","146","102","17","22","103","38","0","18","3.9","1.6","35.3","21.6","19.1","25.0","75.7","22.4","0.0","54.8"
"0500000US17189","Washington County, Illinois","6020","108","41","19","68","30","23","17","6","7","(X)","(X)","0.7","0.3","1.1","0.5","0.4","0.3","0.1","0.1","11","15","11","15","0","18","0","18","0","18","0.2","0.2","26.8","35.7","0.0","33.9","0.0","59.4","0.0","100.0"
"0500000US17191","Wayne County, Illinois","7051","175","113","58","156","77","13","13","0","18","(X)","(X)","1.6","0.8","2.2","1.1","0.2","0.2","0.0","0.4","89","56","31","36","52","39","6","9","0","18","1.3","0.8","27.4","27.8","33.3","23.1","46.2","53.1","-","**"
"0500000US17193","White County, Illinois","6041","206","64","33","45","40","26","24","8","12","(X)","(X)","1.1","0.5","0.7","0.6","0.4","0.4","0.1","0.2","42","43","42","43","0","18","0","18","0","18","0.7","0.7","65.6","46.0","0.0","42.5","0.0","55.9","0.0","100.0"
"0500000US17195","Whiteside County, Illinois","23084","337","1366","179","415","135","127","53","90","64","(X)","(X)","5.9","0.8","1.8","0.6","0.6","0.2","0.4","0.3","298","107","218","106","42","31","32","20","6","12","1.3","0.5","16.0","7.2","10.1","7.3","25.2","19.8","6.7","15.0"
"0500000US17197","Will County, Illinois","229498","1081","26459","669","12207","721","6605","420","2428","333","(X)","(X)","11.5","0.3","5.3","0.3","2.9","0.2","1.1","0.1","8260","553","5558","535","1550","263","775","196","377","158","3.6","0.2","21.0","1.9","12.7","2.1","11.7","2.8","15.5","5.5"
"0500000US17199","Williamson County, Illinois","27029","544","582","149","153","64","150","57","87","90","(X)","(X)","2.2","0.5","0.6","0.2","0.6","0.2","0.3","0.3","114","73","66","61","0","27","48","41","0","27","0.4","0.3","11.3","10.8","0.0","17.7","32.0","21.0","0.0","28.4"
"0500000US17201","Winnebago County, Illinois","114779","837","10012","437","3290","369","1850","189","1100","319","(X)","(X)","8.7","0.4","2.9","0.3","1.6","0.2","1.0","0.3","2478","296","1426","234","488","150","366","89","198","94","2.2","0.3","14.2","2.2","14.8","4.4","19.8","4.2","18.0","9.1"
"0500000US17203","Woodford County, Illinois","14499","237","160","56","138","75","97","50","7","7","(X)","(X)","1.1","0.4","1.0","0.5","0.7","0.3","0.0","0.1","37","31","10","15","0","24","23","27","4","6","0.3","0.2","6.3","9.4","0.0","19.4","23.7","27.4","57.1","51.2"
